year,month,day,lat,lon,label
2022,1,24,-58,-36,0
2022,1,31,-60,-48,0
2022,1,31,-60,-47,1
2022,1,31,-60,-46,0
2022,2,7,-60,-48,0
2022,2,7,-60,-47,1
2022,2,7,-60,-46,1
2022,2,14,-60,-47,1
2022,2,14,-60,-46,1
2022,2,21,-60,-47,1
2022,2,21,-60,-46,0
2022,2,28,-60,-46,1
2022,2,28,-60,-45,0
2022,3,7,-60,-47,1
2022,3,7,-60,-46,1
2022,3,14,-61,-48,1
2022,3,14,-60,-48,1
2022,3,14,-60,-47,1
2022,3,21,-61,-48,1
2022,3,21,-60,-48,1
2022,3,21,-60,-47,0
2022,3,28,-63,-60,0
2022,3,28,-63,-59,0
2022,3,28,-63,-58,0
2022,3,28,-63,-57,0
2022,3,28,-63,-56,1
2022,3,28,-63,-55,0
2022,3,28,-63,-54,0
2022,3,28,-62,-54,0
2022,3,28,-60,-46,0
2022,4,4,-64,-63,0
2022,4,4,-63,-62,0
2022,4,4,-63,-61,0
2022,4,4,-63,-56,1
2022,4,4,-63,-55,1
2022,4,4,-63,-54,0
2022,4,4,-62,-60,0
2022,4,4,-62,-59,0
2022,4,11,-63,-56,1
2022,4,11,-63,-55,1
2022,4,11,-63,-54,0
2022,4,11,-62,-55,0
2022,4,18,-63,-59,1
2022,4,18,-63,-56,1
2022,4,18,-63,-55,0
2022,4,18,-62,-56,0
2022,4,18,-62,-55,0
2022,4,25,-63,-59,1
2022,4,25,-63,-58,0
2022,5,2,-64,-61,0
2022,5,2,-64,-60,1
2022,5,2,-64,-59,0
2022,5,2,-63,-59,1
2022,5,9,-64,-61,1
2022,5,9,-64,-60,1
2022,5,16,-64,-61,1
2022,5,16,-64,-60,1
2022,5,16,-63,-59,1
2022,5,23,-64,-61,1
2022,5,23,-63,-59,1
2022,5,30,-64,-61,0
2022,5,30,-64,-60,0
2022,5,30,-63,-61,0
2022,5,30,-63,-60,1
2022,5,30,-63,-59,1
2022,6,6,-63,-59,1
2022,6,13,-64,-60,0
2022,6,13,-63,-60,1
2022,6,13,-63,-59,1
2022,6,20,-64,-61,1
2022,6,20,-64,-60,0
2022,6,20,-63,-60,1
2022,6,20,-63,-59,1
2022,6,27,-64,-61,1
2022,7,4,-54,-36,0
2022,7,11,-54,-37,1
2022,7,11,-54,-36,1
2022,7,18,-54,-37,0
2022,7,18,-54,-36,1
2022,7,25,-54,-37,0
2022,7,25,-54,-36,0
2022,8,1,-54,-38,1
2022,8,1,-54,-37,1
2022,8,1,-54,-36,0
2022,8,8,-54,-38,1
2022,8,8,-54,-37,0
2022,10,10,-60,-47,0
2022,10,10,-60,-46,0
2022,10,17,-60,-47,1
2022,10,17,-60,-46,0
2022,10,24,-60,-47,1
2022,10,24,-60,-46,0
2022,10,31,-60,-47,1
2022,10,31,-60,-46,0
2022,11,7,-60,-47,0
2022,11,14,-60,-48,0
2022,11,14,-60,-47,0
